source,entities,translations
What team played at Qualcomm Stadium and fielded player Tony Gwynn?,"['Qualcomm Stadium', 'Tony Gwynn']","['San Diego Stadium', 'Tony Gwynn']"
Who plays in New York and used to have Derek Jeter?,"['New York', 'Derek Jeter']","['Nueva York (desambiguación)', 'Derek Jeter']"
What year did the Seattle Mariners first advance to the American League Championship Series?,"['Seattle Mariners', 'American League Championship Series']","['Seattle Mariners', 'Serie de Campeonato de la Liga Americana']"
Who is the first MLB team that Ichiro Suzuki played for?,"['MLB', 'Ichiro Suzuki']","['Grandes Ligas de Béisbol', 'Ichiro Suzuki']"
What year were the first Olympics held?,['Olympics'],['Juegos Olímpicos']
Did Lionel Messi win a cup with his national team this year?,['Lionel Messi'],['Lionel Messi']
"What did George Orwell write first, Animal Farm or Nineteen Eighty-four?","['George Orwell', 'Animal Farm', 'Nineteen Eighty-four']","['George Orwell', 'Rebelión en la granja', '1984 (novela)']"
"Which book is longer, The Fellowship of the Ring or The Two Towers?","['The Fellowship of the Ring', 'The Two Towers']","['La Comunidad del Anillo', 'Las dos torres']"
"Which series has more books, Chronicles of Narnia or the Hardy Boys?","['Chronicles of Narnia', 'Hardy Boys']","['Las Crónicas de Narnia', 'Hardy Boys']"
How many books are in The Chronicles of Narnia series?,['The Chronicles of Narnia'],['Las Crónicas de Narnia']
How many books are in The Twilight Saga?,['The Twilight Saga'],['The Twilight Saga']
Which book in the Twilight series was released in 2008?,['Twilight'],['Crepúsculo']
Which book in the A Series of Unfortunate Events series was released in 2004?,['A Series of Unfortunate Events'],['A Series of Unfortunate Events']
Which A Song of Ice and Fire book was released in 1998?,['A Song of Ice and Fire'],['Canción de hielo y fuego']
How old is the winner of the 2020 Nobel Prize in Literature?,['2020 Nobel Prize in Literature'],['2020 Nobel Prize in Literature']
When did the author who wrote A Tale of Two Cities die?,['A Tale of Two Cities'],['Historia de dos ciudades (novela)']
The person whose first book was A Time to Kill served in what legislative body?,['A Time to Kill'],['A Time to Kill']
What is the prequel to The Lord of the Rings books?,['The Lord of the Rings'],['El Señor de los Anillos']
Which Lord of the Rings book is the shortest?,['Lord of the Rings'],['El Señor de los Anillos']
What is the length of time in years the longest running book series has continued?,[],[]
"Which country has a larger population, Egypt or Turkey?","['Egypt', 'Turkey']","['Egipto', 'Turquía']"
"Which country has a larger coastline, Canada or the United States?","['Canada', 'United States']","['Canadá', 'Estados Unidos']"
Is Mount Baker taller than Mount Adams?,"['Mount Baker', 'Mount Adams']","['Monte Baker (Estados Unidos)', 'Mount Adams']"
How many islands in Hawaii?,['Hawaii'],['Hawái']
How many countries are there in Great Britain?,['Great Britain'],['Gran Bretaña']
How many Great Lakes are there?,['Great Lakes'],['Grandes Lagos (América del Norte)']
How many oceans are in the world?,[],[]
What is the largest mountain range in the U.S. that is not located on the East Coast?,"['U', 'S', 'East Coast']","['U', 'S', 'East Coast']"
"Persons living in Europe (even those not born there) do not pay what, at institutions of higher learning?",['Europe'],['Europa']
What mountain in the Himalayas is the fourth tallest in the world?,['Himalayas'],['Himalaya']
What is the capital of the country with the highest population in the world?,[],[]
Who signed the world's smallest country into place?,[],[]
What is the largest city in the country where Mount Fuji is located?,['Mount Fuji'],['Monte Fuji']
What is the tallest building in the country whose capital city is Kuala Lumpur?,['Kuala Lumpur'],['Kuala Lumpur']
What is the second largest country in South America?,['South America'],['América del Sur']
What is the 2nd largest Island in the world?,['Island'],['Isla']
What is second largest river in the world?,[],[]
What is the fourth highest mountain in the world?,[],[]
What is the shortest river in feet in Brazil?,['Brazil'],['Brasil']
What is the deepest lake in the United States?,['United States'],['Estados Unidos']
What is the longest river in Europe?,['Europe'],['Europa']
Is the city of Dresden in Germany?,"['Dresden', 'Germany']","['Dresde', 'Alemania']"
Is Lake Superior the second largest lake in the world?,['Lake Superior'],['Lago Superior']
Is Lake Michigan the 2nd largest lake in the US?,"['Lake Michigan', 'US']","['Lago Míchigan', 'Estados Unidos']"
Is there a rainforest in North America?,['North America'],['América del Norte']
Does Ohio have more U.S. senators than New York?,"['Ohio', 'U', 'S', 'New York']","['Ohio', 'U', 'S', 'Nueva York (desambiguación)']"
"Who served a longer term as UK prime minister, Theresa May or David Cameron?","['UK', 'Theresa May', 'David Cameron']","['Reino Unido', 'Theresa May', 'David Cameron']"
Was Bill Clinton elected president after Barack Obama?,"['Bill Clinton', 'Barack Obama']","['Bill Clinton', 'Barack Obama']"
How many black presidents has the U.S. had?,"['U', 'S']","['U', 'S']"
Who did not win the Democratic Party primary election in 2020?,"['Democratic', 'Party']","['Democratic', 'Fiesta']"
Who ran for president in 2020 and is famous for a gang named after him?,[],[]
Who is the wife of the 44th president of the United States who was also the first Black American president?,"['United States', 'Black American']","['Estados Unidos', 'Afroestadounidense']"
Who was the U.S. president when the an atomic bomb was detonated in Japan?,"['U', 'S.', 'Japan']","['U', 'S (desambiguación)', 'Japón']"
What political party did the 18th U.S. president belong to?,"['U', 'S']","['U', 'S']"
How old was the 41st president of the United States when he passed away in 2018?,['United States'],['Estados Unidos']
Name the first president of America?,['America'],['Estados Unidos']
Who was the second vice president of the United States?,['United States'],['Estados Unidos']
Who was the 27th president of the United States?,['United States'],['Estados Unidos']
Who is the shortest person to ever be president of the United States?,['United States'],['Estados Unidos']
Has there ever been a female vice president of the United States?,['United States'],['Estados Unidos']
Has there ever been a Hispanic president of the United States?,"['Hispanic', 'United States']","['Hispanos', 'Estados Unidos']"
"Which movie had a bigger budget, Gladiator or Troy?","['Gladiator', 'Troy']","['Gladiador', 'Troya']"
How tall is the actor who played Legolas?,['Legolas'],['Legolas']
Who was a senator from Massachusetts and ran in the 1992 Democratic Primaries?,"['Massachusetts', '1992 Democratic Primaries']","['Massachusetts', '1992 Democratic Primaries']"
Is South Africa a parliamentary republic?,['South Africa'],['Sudáfrica']
"Which series has more books, Harry Potter or Lord of the Rings?","['Harry Potter', 'Lord of the Rings']","['Harry Potter', 'El Señor de los Anillos']"
Which poet has won the most Pulitzer Prizes?,['Pulitzer Prize'],['Premio Pulitzer']
What is the tallest building in the capital city of the UK?,['UK'],['Reino Unido']
What is the population of the largest city in the country south of Canada?,['Canada'],['Canadá']
Which character in the Jedi Apprentice series is not yet a Jedi but also serves under Qui-Gon Jinn?,"['Jedi Apprentice', 'Jedi', 'Qui-Gon Jinn']","['Aprendiz de Jedi', 'Jedi', 'Qui-Gon Jinn']"
Which Harry Potter character was a headmaster of Hogwarts and owned Phoenix?,"['Harry Potter', 'Ho', 'g', 'warts', 'Phoenix']","['Harry Potter', 'Ho (desambiguación)', 'G', 'Verruga', 'Phoenix (desambiguación)']"
Who is the lead character in Tom Clancy's Without Remorse and a Vietnam War veteran?,"['Tom Clancy', 'Without Remorse', 'Vietnam War']","['Tom Clancy', 'Without Remorse', 'Guerra de Vietnam']"
What is the Nas album that has won the most Grammy Awards?,"['Nas', 'Grammy Awards']","['Nas (rapero)', 'Premios Grammy']"
Which Star Trek movie was not made in 1980 or onward?,['Star Trek'],['Star Trek']
Who was the wife of the U.S. president during the attack on the Trade Center?,"['U', 'S', 'Trade Center']","['U', 'S', 'Trade Center']"
Where was the last queen of Egypt born?,['Egypt'],['Egipto']
Which Fire type Pokemon could not be caught in the wild in Pokemon Yellow?,"['Pokemon', 'Pokemon Yellow']","['Pokémon', 'Pokémon rojo y Pokémon azul']"
How old is the current coach of Los Angeles Lakers?,['Los Angeles Lakers'],['Los Angeles Lakers']
Is Beijing the capital of Italy?,"['Beijing', 'Italy']","['Pekín', 'Italia']"
Is Lake Baikal located in Russia?,"['Lake Baikal', 'Russia']","['Lago Baikal', 'Rusia']"
Is there an active volcano in Iceland?,['Iceland'],['Islandia']
Who was the last Egyptian ruler of the Ptolemaic dynasty?,"['Egyptian', 'P', 'to', 'lemaic']","['Egyptian', 'P', 'to', 'lemaic']"
Who was the first declared emperor of Rome?,['Rome'],['Roma']
How many Assassin's Creed games are set in ancient Egypt?,"[""Assassin's Creed"", 'Egypt']","[""Assassin's Creed"", 'Egipto']"
Who was the first disabled female United States senator?,['United States'],['Estados Unidos']
Who was the 13th vice president of the United States?,['United States'],['Estados Unidos']
Who was the 18th president of the United States?,['United States'],['Estados Unidos']
Was there an add-on for the Sega Genesis called the Sega 32x?,"['Sega Genesis', 'Sega 32x']","['Mega Drive', '32X']"
Were The Little Mermaid and Aladdin released by the same company?,"['The Little Mermaid', 'Aladdin']","['La Sirenita', 'Aladino']"
Did The Lion King come out before Aladdin?,"['The Lion King', 'Aladdin']","['El rey león', 'Aladino']"
What is the smallest state in the United States by total area?,['United States'],['Estados Unidos']
What city is the least populated in Mexico?,['Mexico'],['México']
Who played Gandalf in the Lord of the Rings movies?,"['Gandalf', 'Lord of the Rings']","['Gandalf', 'El Señor de los Anillos']"
Who played Captain Jack Sparrow as part of the Pirates of the Caribbean franchise?,"['Jack Sparrow', 'Pirates of the Caribbean']","['Jack Sparrow', 'Pirates of the Caribbean']"
What famous L.A. landmark is heavily featured in Rebel Without a Cause?,"['L', 'A', 'Rebel Without a Cause']","['L', 'A', 'Rebelde sin causa']"
Which movie won Best Picture at the first Golden Globe Awards?,"['Picture', 'Golden Globe Awards']","['Imagen', 'Premios Globo de Oro']"
Who played the lead role in Spartacus?,['Spartacus'],['Espartaco']
Which famous star of Interview with the Vampire wanted to buy himself out of the movie and only turned it down because of the 40 million dollar price tag?,['Interview with the Vampire'],['Entrevista con el vampiro']
Which famous western actor of the Man with No Name removed his own dialog in order to make him more mysterious?,['Man with No Name'],['Hombre sin nombre']
Who won the Oscar for Best Actor in 2019?,"['Oscar', 'Best']","['Oscar', 'Best']"
Who won Best Actress at the Oscars in 2019?,['Oscars'],['Premios Óscar']
Which actor played Spider-Man in the first Spider-Man movie?,"['Spider-Man', 'Spider-Man']","['Spider-Man', 'Spider-Man']"
What superhero does Robert Downey Junior play as in The Avengers?,"['Robert Downey Junior', 'The Avengers']","['Robert Downey Jr.', 'Avenger']"
Who replaced Ozzy Osbourne as the lead vocalist of Black Sabbath?,"['Ozzy Osbourne', 'Black Sabbath']","['Ozzy Osbourne', 'Black Sabbath']"
What song gave Black Sabbath their highest charting hit in the UK?,"['Black Sabbath', 'UK']","['Black Sabbath', 'Reino Unido']"
What is Camilla Cabello's best-selling hit?,['Camilla Cabello'],['Camila Cabello']
What pop singer is known as The Material Girl?,['The Material Girl'],['The Material Girl']
What was Missy Elliot's first studio album?,['Missy Elliot'],['Missy Elliott']
Which team won the 2016 World Series?,['World Series'],['Serie Mundial']
Who is the only Hall of Fame quarterback that is left-handed?,['Hall of Fame'],['Hall of Fame']
